Book	Smell_Word	Smell_Source	Quality	Sentence
gallica252	odeur		mauvaise	L ' académie & autres savants , m ' ayant fourni des preuves , ainsi que vous , que la mauvaise odeur n ' est due qu ' a l ' alkali volatil ; il suit de là qu ' on ne peut neutraliser la cause , sans détruire l ' effet .
gallica254	parfums		enivrants	A ceux qui avaient plus de goût pour les secrètes révolutions de l ' âme , il arrivait des savanes de l ' Amérique des parfums enivrants de vie libre et rêveuse qui montaient au cerveau de cette jeunesse et la mettaient en délire .
gallica254	parfums	pierres précieuses		Voyageur suppliant , j ' ai rapporté de toi , non de l ' or ou des parfums , ou des pierres précieuses , mais un bien plus rare , plus inconnu : la vérité ( t ) .
gallica254	parfumé	baumes		Les eaux de la Seine avaient repris leur cours naturel ; le soleil brillait de son éclat accoutumé , l ' air était frais et comme parfumé des baumes du printemps , de l ' été et de l ' automne mêlés ensemble : c ' était , dans toute la nature , quelque chose que je n ' avais jamais senti .
gallica254	odeur		bonne	Il est en bonne odeur à Rome , et tout le monde nous en a parlé comme d ' une maison très - sainte où l ' obéissance est entière .
gallica254	parfum	fleurs		Quelle fut cette première génération ? Nous permettra - t - on de nous arrêter un instant à la faire connaitre ? N ' est - ce pas retrouver encore l ' ouvrier dans l ' œuvre , le maître dans les disciples , l ' arbre dans ses fruits ? Outre le charme qui s ' attache à l ' histoire des origines , en dehors de ce parfum de piété , de sainte poésie , de sublime dévouement , de ces premières fleurs choisies par la main de Dieu , et qu ' on ne respire que là , il n ' est pas sans intérêt de savoir comment cette œuvre se forma , quels hommes furent appelés les premiers , quels motifs les amenèrent , comment ils comprirent leur mission , l ' aimèrent et s ' y consacrèrent .
gallica254	odorant	pin maigre|chêne - vert		Ce n ' est plus le pin maigre et odorant de la Provence , ni ] le chêne - vert , ni rien des ombrages que le voyageur a rencontrés sur sa route : on dirait que par un prodige inexplicable le Nord a jeté là toute la magnificence de sa végétation .
gallica256	odeur|odeur	fleurs	naïfuc	Mais pourquoy , je vous prie , peut - on trouver mauvais que , lur mon Automne , je reprefente des rieurs , la plulpart desquelles font nées dans mon Prin temps ? Nature ne le permet - elle point ? Au con - Les traire , c ' eit en quoy les Heurs de nos ciprits lurpalïèntj ! f « « rfe celles des iaifons de l ' année car s ' il y avoit des rieurs qui » « efcreullcnt dans nos jardins iur la Prime - vere & qu ' elles Pnt { f « f peullént conièrver leur naïfuc odeur , jufques en l ' Au - ffl1 ' 711 romne ou l ' Hiver , vray Dieu ! qui ( eroit ecluy qui ne C { / r ` ier f ' ai · les cueillift avec grand foing d ' une main mignarde ? ' rms al les eueillifl avec grand foin d ' une maIn 111lgnar e , fenf , Quant aux fleurs qui nailîènt de nos efprits , plus elles iont gardées , 6V ' plus elles ie rendent recommandables , comme celles , eiquelles de jour en jour nous apportons quelque odeur .
gallica256	odeur|odeur	fleurs	naïfuc	Mais pourquoy , je vous prie , peut - on trouver mauvais que , lur mon Automne , je reprefente des rieurs , la plulpart desquelles font nées dans mon Prin temps ? Nature ne le permet - elle point ? Au con - Les traire , c ' eit en quoy les Heurs de nos ciprits lurpalïèntj ! f « « rfe celles des iaifons de l ' année car s ' il y avoit des rieurs qui » « efcreullcnt dans nos jardins iur la Prime - vere & qu ' elles Pnt { f « f peullént conièrver leur naïfuc odeur , jufques en l ' Au - ffl1 ' 711 romne ou l ' Hiver , vray Dieu ! qui ( eroit ecluy qui ne C { / r ` ier f ' ai · les cueillift avec grand foing d ' une main mignarde ? ' rms al les eueillifl avec grand foin d ' une maIn 111lgnar e , fenf , Quant aux fleurs qui nailîènt de nos efprits , plus elles iont gardées , 6V ' plus elles ie rendent recommandables , comme celles , eiquelles de jour en jour nous apportons quelque odeur .
gallica256	odoriferantes	fleurs fouëfucs		Ce mot de jardin , me faict icy rellouvenirj quelle fur ma première délibération lorsque j ' arrivay au Palaï ' s ; car tout ainfi que nous diverli - Ccnfid fions nos jardins de cecofté là d ' un par terrc & compar - i « eF , tf timcnt de fleurs fouëfucs & odoriferantes , icy d ' un plant 1u ! er d ' arbres qui rapportent des fruicls , là d ' une potagerie fi """" vJe ' } qui regarde la neceffitc du mefnage meilans par cc ^ """" moyen , le plaifîr avec le profit , aulîî ay - je voulu melnager mes aûions tantoft en ce qui appartenoit à la neceiîité de mon cftat , pour lïibvcnir à moy & aux miens , tantoft d ' eftude lêrieuie puis de joyeufe me jouant diverfement de mon ciprit fans que le plaifir m ' ait jamais faicT : mettre en oubly ce qui efloitde mon citât , ny que l ' exercice de mon eftat m ' ait faift oublier rien du contentement que je prens à ces genrilleflTcs & c gaillardifes d ' efprit .
gallica256	odeur	fleurs		Tout ce que je vous ay recité cy - deflus font comme les fleurs printanieres qui ont quelque fôué ' fve odeur dedans leurs fàifbns .
gallica256	odeur|puanteur	corbeaux|vautours|vipères		) B & qu ' il elerive & refve encores s ' il veut encontre les Jefuites il refvera en faiton delîus fes vieux jours ; qu ' il icive julqucs à ce que quelqu ' un ou de cette compagnie , ou s ' ils le def daignent quelque autre pour le public faile une gencrale reveue lur cc qu ' il a mis en lumière & un recueil de lès ignorance , refverie , afnerie malignitez hereiies pour luy drelïèr un tombeau de funefte memoire , où il ioit encoffié tout vif , où les corbeaux & vautours viennent de cent licuës à l ' odeur où les hommes n ' oient approcher de cent pas ians boucher leurs nez pour la puanteur , où les roles & hordes croillent , où les vipères & bafiliques nichent , oit les chats - huants & les butors chantent afin que par un tel monument ceux qui vivent à prefent , & vivront és ficelés futurs , fçachent que les J chiites ont eu pour infigne perfecutcur & calomniateur un inligne menteur & un capital ennemy de la vertu , & des gens de vertu & que tous les calomniateurs apprennent , aux defpens d ' un orgueilleux ignorant de mieux penfer ce qu ' ils difent , & dérivent contre les Ordres Religieux , & ne feandalifer li effrontément par leurs elerits diffamatoires & blaiphcmatoifes , la fàinclc Eglife de Dieu .
gallica256	puanteur	boucheinfecte		Renard voilé d ' un faux manteau de Catholic , foufpi - Fo rai d ' enfer , infgnc hypocrite , vieux Renard , Senex in ̃ veterate malarum avec ces faux vieillards de Sufanne , fc un fèrpenrcau , un crapaudeauqui tourne le bon fuc en Fl venin , comme bouche d ' afpic , par fa parole , boucheinfecte qui refpand fa puanteur .
gallica256	puant|puante	nard Pafquin|renard		Re - nard Pafquin , vieux renard renard velu renard chenu , F ' renard grifon , renard pelé en plulieurs parties de fon corps , renard puant , & qui compiilè tout de fa puante r ' urine ; fierabras & trompette d ' enfer , corbeau du Palais , F hibou de quelque infernale contrée .
gallica256	odeur	fleurs	fouëfve	Je me promets que fi fes jeunes fleurs efparfes çàôdà , t ' ont eflé autresfois agréables ellant maintenant réduites en un corps , elles te feront d ' une plus fouëfve odeur .
gallica256	odeur	fleurs	fouëfve	Je me promets que fi fes jeunes fleurs efparfes çàôdà , t ' ont eflé autresfois agréables ellant maintenant réduites en un corps , elles te feront d ' une plus fouëfve odeur .
gallica256	odeur		vraye	Cette coitiparaifon dit Monophile n ' apparoii > troit du premier coup impertinente toutesfois au cas qui s ' offre ] e vous prie feigneur Philopole , me dire ne feroit - ce chofe fuperfluë donner confêil en amour à ' ceux qui eftans exempts de fès loix , n ' auroient befoin en ceft endroit d ' aucun admoneftement ou précepte ? Or fi pour ce regard telle Philofbphie demeuroit vaine & J inutile ne feroit l ' homme beaucoup plus fot & ridi - cule qui n ' ayant fait preuve de la Géométrie devant un Ptoloméc donneroit précepte de ceft art l ' homme qui en l ' oratoire voudroit inftruire un Ciceron ; ou bien un Annibal en l ' art militaire , celuy qui jamais n ' auroic manié armes n ' auroit adminiftré conduite d ' un exer - ^ cite ne feroit - il un Phormion c ' eft - à - dire une befte Se un greffier tel que ceftuy Phormion fut eftime par Annibal , lors que trop prefomptueux il voulut endoctriner ce bon Capitaine en l ' art auquel il eftoit plus vedè » Combien doncques fe rendra ce précepteur plus digne de mocquerie , qui vouldra inftruire celuy qui eftant bien avant dans l ' amour , plus en apprendra à un inftant , par foy - mefine , que non par tous les livres de tels quels philofbphaftres non expérimentez en tels œuvres ? A vottre advis , auquel des deux prefteriez - vous plus de foy , ou à un Amadis de Gaule reprefenté par nos Romans pour un exemplaire de vraye & loyale amour , ou à un Xe > nocrare auquel tant s ' en fault qu ' il euft aucun nez pour fçavoir fèntir la vraye odeur de l ' amour , qu ' à bon droit il fut comparé à une pierre , pour s ' eftre trouvé une nuicl en la compagnie d ' une femme belle par defltis les autres , fans luy avoir jamais ( nonobftant toutes carellès ) couché .
gallica256	parfum|odeur	vieux tx|fleurs		Et j ' ay appris des vieux tx £ quel parfum , nia DamoiCelle charmaftes - vous | yje bouquet que me donnaftes dernierement par lequel il faut que je meure ? Vrayement je ne puispen - Q fer que dedans ces petites fleurs fi bien compaflées enfèmble il n ' y euft quelque inHuence de voftre divinité à l ' odeur de laquelle je ne me fens moins efperdu que jadis ces bons vieux peres lors qu ' ils entroient es altères pour propherilèr aux palfants .
gallica256	odore	Sitamenhanc carpas|potieris		Sitamenhanc carpas , ejus potieris odore , Oftendet tonfam fpina neculla , Rofam .
gallica256	odeur	bouton		La Rofe née , avec l ' efpine lie Son beau bouton & fafouefve odeur : Mais peu à peu efclofe par grand heur S ' en affranchit efiant de nous cueillie .
gallica256	odores	balfama		Illi qui Alîyrium exprimunt amomum Spirant balfama & indicos odores Longis quicquid Arabs vehitqueaboriï , Quos vellec fibi contigiflè Cypris Quos fila aurea cenfèas Minerv * , « Irretira meum cor arque ocellos Encore que Venus s ' enfafcbe O petit animant heureux Sed me forma prius , priùsque crines .
gallica256	odeurs	baume	bonnes	Foi les cbeveux que l ' Arabie Ny le baume de l ' Jtjfym I ^ ygdent en bonnes odeurs : Cheveux dont Venus la dorée Voudrait fi ttjle eflie honorée , Et non des primer aines fieurs .
gallica256	odeurs	baume	bonnes	Foi les cbeveux que l ' Arabie Ny le baume de l ' Jtjfym I ^ ygdent en bonnes odeurs : Cheveux dont Venus la dorée Voudrait fi ttjle eflie honorée , Et non des primer aines fieurs .
gallica256	puanteur	pechez		Efprit lefquelles il ne cachoit point , ne trembkft devant la Majefté de ce grand Dieu vivant , julques B en laprefence duquel efloit montée la puanteur de nos pechez laquelle fi l ' on n ' eftouffoit & que l ' on ne vinft à une vraye & fîneere repentance & amendement de mal en bien on ne pouvoir efperer ou attendre qu ' un jufte jugement de Dieu , preft à tomber lequel le Roy ieul pouvoit anefter & appailér .
gallica256	odeur		feule	Et tout ainfi qu ' en plusieurs malades l ' apprehen fîon d ' une médecine fait les mefmes opérations qu ' en ceux qui en cffecl : la prennent ; ou que quelques remedes ( àluraires fans les gonfler Se fans les toucher profitent de la feule odeur ainfi la crainte d ' avoir une Prieure eftrangere a remis toutes chofes dans l ' ancienneté de la regle & ce qui par non ulage s ' eftoit comme perdu , a eflé remis en œuvre .
gallica256	impolfible|puifle	corps		Il eft impolfible en nature qu ' un corps puifle long - temps porter tant d ' évacuations fans mort .
gallica256	odeur	viandes		Et tout ainfi que les ( viandes , quelque faines & falutaires qu ' elles foient , ne 1 donnent plaifir à celuy qui les mange , fi elles lbnt fins 1 faveur ou fi l ' odeur en eft mauvaife ainli eft - il des fa - 1 çons de faire d ' une fille , lefquelles , eftant de foy bon - ( nes fi eft - ce qu ' eftant lourdes & groffieres donnent un B certain dédain à celuy qui en eft abbreuvé & toutesfois fi l ' on les adoucift Se apprefte avec cet appareil qu ' on nomme bienfeance des chofes bien proportionnées en foy , elles fè rencontrent propres & gentilcs .
gallica256	odeur	fleurs trempées|eau	bonne	Je ne penfe point qu ' une fokftre jeunefïè Ce laiflepluftoft emporter qu ' au vent impétueux d ' une outrecuidée Dddd iij L tu j & par confequent que perdiflîez voftre réputation , comme les fleurs trempées en l ' eau perdent beaucoup de leur bonne odeur .
gallica256	odeur	fleurs trempées|eau	bonne	Je ne penfe point qu ' une fokftre jeunefïè Ce laiflepluftoft emporter qu ' au vent impétueux d ' une outrecuidée Dddd iij L tu j & par confequent que perdiflîez voftre réputation , comme les fleurs trempées en l ' eau perdent beaucoup de leur bonne odeur .
gallica256	puante	cantharide		vi Mais tout ainfi que devez bannir de chez vous la pic - di fomption les vanteries & la curiofité au ( ! ) ' gardez - ef A vous d ' acquérir le bruift de mefdifàntes car vous feriez auffi - toft comparées à une puante cantharide , qui ne fe jette que fur les plus beaux bleds & les rofées les plus douces & fiiaves de mefme vous n ' infecteiez de voftre langue que les plus braves & nettes en réputation , desquelles bleflanr l ' honneur par une piquante parole la tache ny tard ny jamais ne fè pourroit ofter .
gallica256	puantes	belles maifons|grotlès		Imitez en cefte rencontre le bon Job ( baillé à tous ceux qui le lurvivront en exemple de patience ) lequel entre les ruynes de fes belles maifons plein de grotlès & puantes ' roignes , fur un fumier tout nud , ayant devant fes yeux fès enfans morts , tes champs gaftez fbn beftail ravy , & pour comble de tes peines & mefàilès oyant fa femme , comme enragée , maudire les bonnes œuvres qu ' il avoir faites gardoit en fon coeur une fainte patience , difant à Dieu qu ' il luy envoyait telles tribulations qu ' il luy plairoit , pourveu qu ' il demeurait tousjours en fa grâce .
gallica256	puanteur	chair|cuir|chairduquel	fi trés -	Elle eftoit telle que ceux qui en eftoienr frappez , la chair de leurs jambes devenoit feche jufques à l ' os , & le cuir devenoittannelléde noir & de terre & outre cela il leur venoit en la bouche un trés - grand mal de ce qu ' ils avoient mangéd ' unpoiflbn appelléBurbotes , la chairduquel ie pourriiloit entre leurs gencives dont il fortoit une puanteur fi trés - grandè que l ' on ne pouvoit approcher d ' eux , & n ' en efchapa gueres de cette maladie & le figne de la mort efloit , que le nez fe prenoit à iàigner , Se lors on eftoit bien altèuré de mourir en bref .
gallica256	puanteur	chair|cuir|chairduquel	fi trés -	Elle eftoit telle que ceux qui en eftoienr frappez , la chair de leurs jambes devenoit feche jufques à l ' os , & le cuir devenoittannelléde noir & de terre & outre cela il leur venoit en la bouche un trés - grand mal de ce qu ' ils avoient mangéd ' unpoiflbn appelléBurbotes , la chairduquel ie pourriiloit entre leurs gencives dont il fortoit une puanteur fi trés - grandè que l ' on ne pouvoit approcher d ' eux , & n ' en efchapa gueres de cette maladie & le figne de la mort efloit , que le nez fe prenoit à iàigner , Se lors on eftoit bien altèuré de mourir en bref .
gallica256	odeur	certainsparfums		roit qu ' il y a un certain peuple aux Indes làns bouche , qui ne boivent ny mangent dont ils font appellez Aftomcs , lesquels vivent de l ' odeur de certainsparfums qu ' ils font brufler .
gallica256	puante	herbe		Il faut en ces malheureux combats d ' homme à homme , faire comme la nature , laquelle des elpines fait Cortir des rofês ou bien enfuivre l ' abeille qui du thim , herbe puante fait le miel ; les figes ordinairement tirent profit du mal & voit - on que d ' une melchance caufe s ' enfuie un bon efftâ : .
gallica256	puante	fleur		Je ne veuxpoint te Hâter Il verra en un inftant & fon jour & fa nuict il fera com - ny prefter par art des grâces que tu n ' a pas ny couvrir me une fleur puante qu ' un fenl moment fait fleurir & comme un bon peintre par ombre , ton défaut ; ton iîeftrir un vent , une fumée , un ombrage & moins vilage qui en : une ame racourcie , démonftre , comme font que rien un efclair qui cft auffi - toft amorty qu ' allumé ; tes libelles dans lefquels tu es tiré tout de ton long au un champignon qui croift & ternit en une nui < 5t .
gallica256	puante	cantharide		Pourquoy ne te compareray - je pas à la puante cantharide qui ne fe jette que fur les plus beaux bleds & les rofès les plusiuaves ; Puisque tu n ' infecte de tes venimeufes injures que cefte candide réputation , qui furvit & de luy & de fes œuvres ? Malheur à toy ( dit le Prophète ) qui convertis les bonnes liqueurs en venin & les douceurs en amertumes .
gallica256	odeur|puanteur	ronces		Or qu ' il vive encores joyeusement , Se qu ' il eferive ôc refve encores s ' il veut contre les Jefuitcs ; il retvera en faifon deffûs ( es vieux jours ; qu ' il relve julques à ce que quelqu ' un ou de cette compagnie , ou s ' ils le defdaignent , quelque autre pour le Public , falîè une generale leveuë fur ce qu ' il a mis en lumière & un recueil de fes ignorances , refveries afheries maiignitez herefies & Machiavelijmes pour luy dreffer un tombeau de funefte memoire , où il foie encoffré vif , où les Corbeaux & Vautours viennent de cent lieuës à l ' odeur , où les hommes n ' ofent approcher de cent pas , fans boucher le nez pour la puanteur , où les ronces & les orties croiflcnt où les ̃ nperes & bafiliques nichent , où les chats - huans & butors chantent afin que par un tel monument , ceux qui vivent à prelent & vivront aux fiecles futurs ( cachent que les Jefuites ont eu pour un infigneperf éditeur & calomniateur un infigne menteur Sf un capital ennemy de la vertu & que tous les calomniateurs apprennent aux defpens d ' un orgueilleux ignorant , de mieux penfèr ce qu ' Us diierit & eicrivent contre les Ordres Religieux , & D fouffrir qu ' elle en forte pour le mordre de paroles injaf - ne feandalifer fi effrontément par leurs efêrirs diftamatoires & blafphcmatoires la ( aintteEglile de Dieu .
gallica257	sent		bon	« On sent bon chez vous , » dit - il .
gallica257	parfums|odeur	fleurs	bonne	Le bonheur dépend bien plus de nous - mêmes que des autres ; il est dans notre coeur , il est au fond de notre conscience , quand elle nous rend un bon témoignage de notre vie ; il est aussi beaucoup dans le bien que nous faisons ; car il est un peu contagieux de sa nature ; en le donnant aux autres , il finit par vous en rester aussi quelque chose : de même que l ' Arabe qui distille les parfums de ses fleurs , engarde la bonne odeur aux mains .
gallica257	parfums|odeur	fleurs	bonne	Le bonheur dépend bien plus de nous - mêmes que des autres ; il est dans notre coeur , il est au fond de notre conscience , quand elle nous rend un bon témoignage de notre vie ; il est aussi beaucoup dans le bien que nous faisons ; car il est un peu contagieux de sa nature ; en le donnant aux autres , il finit par vous en rester aussi quelque chose : de même que l ' Arabe qui distille les parfums de ses fleurs , engarde la bonne odeur aux mains .
gallica261	exhale|parfum	violette		Sa couleur lilas est d ' une nuance admirable , et il exhale un parfum d ' iris et de violette .
gallica261	parfums	brises		, Ces brises , chargées d ' acres parfums , ne caressent pas , elles enfc vrent ; ce ciel étincelajit ne souffre pas le regard , de l ' homme .
gallica266	parfumés	cheveux		Ses cheveux parfumés , sa barbe frisée avec soin , suiyant la mode introduite par Alkibiadès , tous les détails de sa toilette accusaient une recherche presque efféminée ( 3 ) .
gallica266	parfums		subtils	Les dyctériades de Kolonne et du Pirée s ' étaient réunies dans la ville ; on avait fait venir de Corinthe trois cents prêtresses d ' Aphrodite , et toutes ces femmes , brûlées de - cantharides , couraient par les rues où flottaient de subtils parfums .
gallica266	parfums	myrtes|roses|encens|la cin - namome		Le long des rues du Kéramique , les lentes théories se déroulaient ; les façades des palais étaient ornées de festons de myrtes et de roses ; les parfums de l ' encens et de la cin - namome embaumaient les airs ; de temps en temps , les prêtres s ' arrêtaient , pour offrir des sacrifices dans les temples qui s ' ouvraient le long de la voie .
gallica266	senteurs	tyrses|pampres|bleuâtres fumées	pénétrantes	rameaux de myrtes , de parasols de , pourpre , de tyrses , de pampres , de bleuâtres fumées aux pénétrantes senteurs .
gallica266	senteurs	tyrses|pampres|bleuâtres fumées	pénétrantes	rameaux de myrtes , de parasols de , pourpre , de tyrses , de pampres , de bleuâtres fumées aux pénétrantes senteurs .
gallica266	halètements		furieux	Tout proche déjà , avec un roulement de tonnerre et des halètements furieux , le quadrige galopait .
gallica266	parfums	brises|lauriers - rose|térébinthes	pénétrants	De toutes choses sortait une grande voix qui lui criait : — « Aime ! Aime ! » — Les tiè - des brises de l automne passaient amoureusement dans la langueur des jours ; tout chargé des parfums pénétrants des lauriers - rose et des térébinthes , l ' air qu ' elle respirait l ' étouf - fait de volupté ; la lumière qui frappait ses yeux , là - haut , dans l ' azur très doux , elle avait été baigner les flancs sacrés des saintes nudités de l ' Acropole ; les odes brûlantes que répétaient ses compagnes mêlaient les noms de Scopas et de Laïs à ceux de Sapho et de Phaon : et dans la blanche cour du Gynécée , le soleil versait des flots de flammes sur les rêveries de l ' ardente jeune fille .
gallica266	parfums	brises|lauriers - rose|térébinthes	pénétrants	De toutes choses sortait une grande voix qui lui criait : — « Aime ! Aime ! » — Les tiè - des brises de l automne passaient amoureusement dans la langueur des jours ; tout chargé des parfums pénétrants des lauriers - rose et des térébinthes , l ' air qu ' elle respirait l ' étouf - fait de volupté ; la lumière qui frappait ses yeux , là - haut , dans l ' azur très doux , elle avait été baigner les flancs sacrés des saintes nudités de l ' Acropole ; les odes brûlantes que répétaient ses compagnes mêlaient les noms de Scopas et de Laïs à ceux de Sapho et de Phaon : et dans la blanche cour du Gynécée , le soleil versait des flots de flammes sur les rêveries de l ' ardente jeune fille .
gallica266	parfum	rose		lèvres blanches , une ode de Philetas , que tout Athènes répétait en ce moment : v < 0 mon roi , mon amant , je t ' aime ! « Je t ' appartiens , je suis à toi ! « Viens ! que la volupté suprême , « Nous unisse encore — ô mon roi ! « Je suis ton parfum et ta rose ! « Je suis ton sang , je suis ta chair ! « Je suis ton jouet , et ta chose ! « Viens ! Viens , ô toi qui s & ul m ' es cher ! « Viens ! Viens , dans mon sein qui palpite , « Mets ton front , — ô mon bien - aimé ! « Je t ' aime ! Je t ' aime ! Viens vite ! « .
gallica266	parfums		enivrants	En entrant dans cette chambre , où d ' enivrants parfums brûlaient dans des cassolettes de Tyr , Théa sentit grandir encore l ' angoisse qui , depuis le matin , l ' étouffait ; elle se laissa tomber sur un siège et s ' abandonna aux soins de Matrith , sa fidèle nourrice , chargée de la dévêtir et de lui donner les derniers conseils .
gallica266	parfumé	brise		Au dehors , près de la porte aux verrous d ' argent , un chœur d ' éphèbes couronnés de roses , disait aux échos de la nuit la chanson nuptiale , l ' ode des amoureuses ivresses , l ' épi - thalame : « 0 vieillard généreux , ô blanche jeune fille , vous qu ' Hyménée a joint par ses liens si doux , regardez ! Tout sourit , tout embaume , tout brille ; la belle nuit d ' amour que les Dieux font pour vous ! « C ' est pour vous que l ' Erèbe a tendu de ses voiles , l ' azur étincelant qu ' inondait le grand jour , et que la nuit , avec des sourires d ' étoiles , cache vos fronts pâlis par le désir d ' amour ! « C ' est pour vous que la brise a parfumé son aile , aux grands rosiers en fleur des plaines d ' Eleusis ; c ' est pour vous que le chant lointain des flots se mêle aux chansons de nos chœurs à votre porte assis ! « Tout vous enivre , ô doux amants , tout vous fait fête ; tout s ' émeut , tout s ' unit à votre volupté ; doux amants , c ' est pour vous que chante le poète ; doux amants , c ' est pour vous que sourit la Beauté ! « Aimez , heureux époux ! Rien ne vaut , sur la terre , l ' enlacement sacré de deùx corps palpitants ; et l ' être qui s ' en va , morose et solitaire , n ' a jamais rien compris à l ' aurore — au printemps ! « Jeune homme , rien ne vaut la timide caresse , de ta pure épousée au beau front rougissant ; rien ne vaut sa pudeur , rien ne vaut sa tendresse .
gallica266	exhalaient|odeur	chlamydes de laine	fade|violente	Pauvres et riches , les assistants étaient groupés pêle - mêle , en vertu du principe d ' égalité qui avait inspiré les derniers législateurs athéniens : les ouvriers du Pirée coudoyaient les eupatrides ; les jeunes gens riches s ' efforçaient d ' éviter un contact de leurs vêtements brodés , avec , le cuir cras - seux de la tunique des forgerons ; les laboureurs , rudes et austères , vêtus de chlamydes de laine qui exhalaient une odeur de travail fade et violente , écrasaient avec la joie des revanches , les ventres rebondis des bourgeois jouisseurs .
gallica266	exhalaient|odeur	chlamydes de laine	fade|violente	Pauvres et riches , les assistants étaient groupés pêle - mêle , en vertu du principe d ' égalité qui avait inspiré les derniers législateurs athéniens : les ouvriers du Pirée coudoyaient les eupatrides ; les jeunes gens riches s ' efforçaient d ' éviter un contact de leurs vêtements brodés , avec , le cuir cras - seux de la tunique des forgerons ; les laboureurs , rudes et austères , vêtus de chlamydes de laine qui exhalaient une odeur de travail fade et violente , écrasaient avec la joie des revanches , les ventres rebondis des bourgeois jouisseurs .
gallica266	parfum|odeur	troènes|térébinthes	âcre|ardente	Le parfum âcre des troènes , l ' odeur ardente des térébinthes , le travail de la ' sève gonflant l ' écorce naissante , le chant des oiseaux amoureux , toutes ces caresses du printemps la secouaient de mystérieux frissons .
gallica266	parfum|odeur	troènes|térébinthes	âcre|ardente	Le parfum âcre des troènes , l ' odeur ardente des térébinthes , le travail de la ' sève gonflant l ' écorce naissante , le chant des oiseaux amoureux , toutes ces caresses du printemps la secouaient de mystérieux frissons .
gallica266	parfumé	sein		CHAPITRE XV LE BONHEUR DE SOUFFRIR Elle le prit dans son sein parfumé , en souriant à travers ses larmes .
gallica267	exhale|odeur		infecte	La place du palais exhale une odeur infecte .
gallica267	émanations	cadavres		Joignez - y la vapeur du sang répandu et les émanations des cadavres en putréfaction , et vous croirez sans peine que l ' air respiré ici est mortel .
gallica267	parfum	roses		N ' est - il pas joli tout à fait et plein d ' une grâce charmante et attendrie , ce petit coin fleuri où régnent le parfum des roses et l ' éclat des lis ! Comme il symbolise bien les anges de charité et de pureté qui en prennent soin ! L ' une de ces admirables religieuses , la soeur Saint - Charles , est depuis quarante - six ans à LibreArille , toujours sur les chemins à la recherche de toutes les misères , et c ' est là que , en 1903 , l ' Académie française est allée la trouver pour lui décerner la plus haute récompense dont elle dispose , le grand prix Montyon .
gallica267	exhalaisons	cadavre|un chien	pestilentielles	Il est reconduit à la frontière , à pied , mourant de fatigue , de faim , de soif , et empoisonné par les pestilentielles exhalaisons du cadavre d ' un chien que portent continuellement devant lui les soldats de son escorte .
gallica267	exhalaisons	cadavre|un chien	pestilentielles	Il est reconduit à la frontière , à pied , mourant de fatigue , de faim , de soif , et empoisonné par les pestilentielles exhalaisons du cadavre d ' un chien que portent continuellement devant lui les soldats de son escorte .
gallica267	odeur|émanations	peau	pénétrante	D ' une teinte sombre plutôt que noire , leur peau n ' a pas l ' odeur pénétrante , ni les émanations de celle du nègre , avec lequel il faut bien se garder de les confondre .
gallica267	odeur|émanations	peau	pénétrante	D ' une teinte sombre plutôt que noire , leur peau n ' a pas l ' odeur pénétrante , ni les émanations de celle du nègre , avec lequel il faut bien se garder de les confondre .
gallica267	parfum	mimosas|gardénias|santals|orangers		Les portes du lieu saint restées ouvertes laissaient entrer le lumineux rayonnement des étoiles australes , la brise de mer et le parfum des mimosas , des gardénias , des santals , des orangers .
gallica268	odeur	bocages		Le souvenir de la grande lutte n ' y était pas mort il y a vingt ans ; les âmes tressaillaient à de certains jours anniversaires des victoires ou des défaites , et l ' on voit encore à présent , le dimanche après la messe , plus d ' un paysan , poursuivi par la chaude mémoire des aïeux , s ' engager seul dans la forêt et suivre sous le taillis d ' un pas méditatif la margelle des fossés qui sont 1 2 LE CHATEAU DE LA FOLIE pleins d ' ossements ; son front se plisse , sa narine se gonfle : ces bocages ont gardé l ' odeur , de la poudre .
gallica268	senteurs	pousses nouvelles|herbe fleurie		Ayant fait mentalement cette comparaisons Martel VI sourit de lui même et dit : « Que me fait tout cela ? » Le vent du soir au même instant , comme on traversait une clairière , lui fouetta le visage et lui envoya par épaisses et tièdes bouffées les senteurs des pousses nouvelles et de l ' herbe fleurie .
gallica268	odeur	feuilles de lierre		Les feuilles de lierre écrasées sous ses pieds répandaient une àcre odeur autour de lui .
gallica268	parfumées	fraises		L ' enfant et le vieillard s ' en allaient tous deux sous les grands épicéas cueillir les fraises parfumées , ou bien ils se cachaient dans la forêt de sapins parmi les hautes herbes pour voir passer et bondir les chevreuils .
gallica273	vapeurs		ténébreuses	Aujourd ' hui elle commencé à se faire jour : bientôt les vapeurs ténébreuses dont elle fut si long - temps obscurcie , seront entièrement dissipées .
gallica276	parfumé	ambre		Catherine Ziani , l ' orgueilleuse épouse du Doge , attendait son époux dans son magnifique appartement , tout parfumé d ' ambre .
gallica276	parfum	fleurs		L ' air y est tiède et chargé du parfum des fleurs .
gallica276	odorant	mouchoir		S ' étant assurée qu ' elle dormait , elle rejeta son voile en arrière , et cacha le mouchoir odorant qui avait fait un effet si étrange sur Annuniata .
gallica276	parfumé	fleurs		Inès pensait - elle à moi ? m ' attendait - elle ? Le cœur haletant de bonheur , je traversai la veranda cachée par la verdure , ouvris doucement la grande porte et me trouvai dans le corridor parfumé de fleurs .
