Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
14-55	smells	the Mace										pleasing | pleasing	Joy | Joy	Positive | Positive	 | 	046E Thomas Herbert 1638 Some years travel__102_distribution_TRAV.tsv	femke.tsv	The Nut is cloathed with a defensive husk like those of baser quality, but at full ripenesse disroabs it selfe, and discovers her naked purity the Mace, which chastely intwines (with a vermilliion blush or colour) her endeared fruit and sister, both of them breathing out most pleasing smells and perfumes: the Mace in few dayes (like choisest beauties) by Apolloes wanton flames becom ' s tawny and unlike her former braverie: yet in that dissent, best pleases the rustick gatherer.
14-57	perfumes															046E Thomas Herbert 1638 Some years travel__102_distribution_TRAV.tsv	femke.tsv	The Nut is cloathed with a defensive husk like those of baser quality, but at full ripenesse disroabs it selfe, and discovers her naked purity the Mace, which chastely intwines (with a vermilliion blush or colour) her endeared fruit and sister, both of them breathing out most pleasing smells and perfumes: the Mace in few dayes (like choisest beauties) by Apolloes wanton flames becom ' s tawny and unlike her former braverie: yet in that dissent, best pleases the rustick gatherer.
39-106	odor	Garroo			so aromatick | comforble											046E Thomas Herbert 1638 Some years travel__102_distribution_TRAV.tsv	femke.tsv	The Javans and Malayans name it, Garroo: Indians and Portuguizes, D '  Aquillha, the Chinae, and Cochinchinae, Calamba: fram ' d of large round sticks, of a cloody graine, commixt with ashy veines; no lesse pleasant to the eye, than to the hand ponderous: the relish or taste proves bitter, in its language telling you, It would be burned; for, hot coales of Fyre no sooner touch it, but it incendiates, and (to the honour of its owne Funeall solemnity) expires and breaths out an odor so aromatick and comforble, that no other is used by the Indians, Malayans, Siamites, Peguans; Cambogians, and Borneans, when they incinerate the Carcasses of their most honoured Parents.
40-61	smell	Musk			so strong							seemes offensive | seemes offensive	Disgust | Disgust	Negative | Negative	 | 	046E Thomas Herbert 1638 Some years travel__102_distribution_TRAV.tsv	femke.tsv	Musk, is either yellow, browne, or black: the first is best, last is basest: the choysest yellow shews a deep Amber complection (not unlike Spikeard) cloathed with a reasonable moist skin, sweating out some bristly hayres, without stones, lead, or like adulterate mixtures; of so strong a smell as seemes offensive; but tasted, penetrates a strong braine by its fraor: sweet spices dead it; and put in the mouth, if it suddenly dissolve, or in the hand if it be long a melting; those trialls discover it for bad and imperfect.
9-39	smells	the earth			more aromaticall											046E Thomas Herbert 1638 Some years travel__102_distribution_TRAV.tsv	femke.tsv	All or most of these, have the Equinoctiall for their Zenyth, and by those diurnall showres, and breezes which faile them not, and Apolloes commorance, the the fruits ripen sooner, the earth smells more aromaticall, and the Ayre seemes more nutritive than in other places.
12-25	odours	The Cloves			ravishing		a compendium of Natures sweetest gums and delicacies									046E Thomas Herbert 1638 Some years travel__102_distribution_TRAV.tsv	femke.tsv	The Cloves manifest themselves at the utmost end of all the branches in great plenty; and in their growng evaporate such sense ravishing odours, as if a compendium of Natures sweetest gums and delicacies were extracted and here uunited: they are thrice yeerly pruined, and gratefully retort a treble vintage: and though but perfected in 3 yeares, yet must be counted an advantage; for Physitins tell us, they are hot and drie in the third degree, corroborate the stoack, and benefit concoction.
14-55	smells	the Mace										pleasing | pleasing	Joy | Joy	Positive | Positive	 | 	046E Thomas Herbert 1638 Some years travel__102_distribution_TRAV.tsv	femke.tsv	The Nut is cloathed with a defensive husk like those of baser quality, but at full ripenesse disroabs it selfe, and discovers her naked purity the Mace, which chastely intwines (with a vermilliion blush or colour) her endeared fruit and sister, both of them breathing out most pleasing smells and perfumes: the Mace in few dayes (like choisest beauties) by Apolloes wanton flames becom ' s tawny and unlike her former braverie: yet in that dissent, best pleases the rustick gatherer.
14-57	perfumes											pleasing	Joy	Positive		046E Thomas Herbert 1638 Some years travel__102_distribution_TRAV.tsv	femke.tsv	The Nut is cloathed with a defensive husk like those of baser quality, but at full ripenesse disroabs it selfe, and discovers her naked purity the Mace, which chastely intwines (with a vermilliion blush or colour) her endeared fruit and sister, both of them breathing out most pleasing smells and perfumes: the Mace in few dayes (like choisest beauties) by Apolloes wanton flames becom ' s tawny and unlike her former braverie: yet in that dissent, best pleases the rustick gatherer.
39-106	odor	Garroo			so aromatick | comforble											046E Thomas Herbert 1638 Some years travel__102_distribution_TRAV.tsv	femke.tsv	The Javans and Malayans name it, Garroo: Indians and Portuguizes, D '  Aquillha, the Chinae, and Cochinchinae, Calamba: fram ' d of large round sticks, of a cloody graine, commixt with ashy veines; no lesse pleasant to the eye, than to the hand ponderous: the relish or taste proves bitter, in its language telling you, It would be burned; for, hot coales of Fyre no sooner touch it, but it incendiates, and (to the honour of its owne Funeall solemnity) expires and breaths out an odor so aromatick and comforble, that no other is used by the Indians, Malayans, Siamites, Peguans; Cambogians, and Borneans, when they incinerate the Carcasses of their most honoured Parents.
40-61	smell	Musk			so strong	seemes offensive										046E Thomas Herbert 1638 Some years travel__102_distribution_TRAV.tsv	femke.tsv	Musk, is either yellow, browne, or black: the first is best, last is basest: the choysest yellow shews a deep Amber complection (not unlike Spikeard) cloathed with a reasonable moist skin, sweating out some bristly hayres, without stones, lead, or like adulterate mixtures; of so strong a smell as seemes offensive; but tasted, penetrates a strong braine by its fraor: sweet spices dead it; and put in the mouth, if it suddenly dissolve, or in the hand if it be long a melting; those trialls discover it for bad and imperfect.
6-17	odor	a large jet-black ant named  Leshonya 		the olfactory nerves	strong				In traveling through this country			disagreeable | disagreeable	Disgust | Disgust	Negative | Negative	 | 	047E David Livingstone 1857 Missionary Travels__118_distribution_TRAV.tsv	femke.tsv	In traveling through this country, the olfactory nerves are frequently excited by a strong disagreeable odor.
8-13	smell	a large jet-black ant named  Leshonya 			pungent				when alarmed							047E David Livingstone 1857 Missionary Travels__118_distribution_TRAV.tsv	femke.tsv	It is nearly an inch in length, and emits a pungent smell when alarmed, in the same manner as the skunk.
9-2	scent				as volatile as ether											047E David Livingstone 1857 Missionary Travels__118_distribution_TRAV.tsv	femke.tsv	The scent must be as volatile as ether, for, on irritating the insect with a stick six feet long, the odor is instantly perceptible.
9-24	odor				instantly perceptible				on irritating the insect with a stick six feet long							047E David Livingstone 1857 Missionary Travels__118_distribution_TRAV.tsv	femke.tsv	The scent must be as volatile as ether, for, on irritating the insect with a stick six feet long, the odor is instantly perceptible.
15-22	sweet-smelling	roots	their shells		sweet-smelling											047E David Livingstone 1857 Missionary Travels__118_distribution_TRAV.tsv	femke.tsv	The young are taken for the sake of their shells; these are made into boxes, which, filled with sweet-smelling roots, the women hang around their persons.
4-18	Stink				Big					Calcutta						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	All India knows of the Calcutta Municipality; but has any one thoroughly investigated the Big Calcutta Stink?
6-3	fouler	in point of concentrated , pent-up muck			fouler					Benares						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	Benares is fouler in point of concentrated, pent-up muck, and there are local stenches in Peshawar which are stronger than the B.
6-16	stenches				local | stronger					in Peshawar						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	Benares is fouler in point of concentrated, pent-up muck, and there are local stenches in Peshawar which are stronger than the B.
8-13	reek				beats both Benares and Peshawar | for diffused , soul-sickening expansiveness					of Calcutta		soul-sickening expansiveness	Disgust	Negative		048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	S.; but, for diffused, soul-sickening expansiveness, the reek of Calcutta beats both Benares and Peshawar.
9-4	stenches	a veneer of assafœtida and tobacco								Bombay						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	Bombay cloaks her stenches with a veneer of assafœtida and tobacco; Calcutta is above pretence.
10-8	plague	to any one source			indescribable | sickly | faint					Calcutta						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	There is no tracing back the Calcutta plague to any one source.
11-28	smell	of the Chinese quarter		Americans at the Great Eastern Hotel						in San Francisco						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It is faint, it is sickly, and it is indescribable; but Americans at the Great Eastern Hotel say that it is something like the smell of the Chinese quarter in San Francisco.
12-7	smell				Indian											048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It is certainly not an Indian smell.
13-1	smell				smell		the essence of corruption that has rotted for the second time—the									048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It resembles the essence of corruption that has rotted for the second time—the clammy odour of blue slime.
13-15	odour	of blue slime			clammy											048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It resembles the essence of corruption that has rotted for the second time—the clammy odour of blue slime.
14-7	smell				smell | there is no escape											048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	And there is no escape from it.
15-1	smell				smell					across the maidan						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It blows across the maidan; it comes in gusts into the corridors of the Great Eastern Hotel; what they are pleased to call the  Palaces of Chowringhi  carry it; it swirls round the Bengal Club; it pours out of by-streets with sickening intensity, and the breeze of the morning is laden with it.
15-7	smell		in gusts							smell | into the corridors of the Great Eastern Hotel						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It blows across the maidan; it comes in gusts into the corridors of the Great Eastern Hotel; what they are pleased to call the  Palaces of Chowringhi  carry it; it swirls round the Bengal Club; it pours out of by-streets with sickening intensity, and the breeze of the morning is laden with it.
15-33	smell		smell | the  Palaces of Chowringhi 													048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It blows across the maidan; it comes in gusts into the corridors of the Great Eastern Hotel; what they are pleased to call the  Palaces of Chowringhi  carry it; it swirls round the Bengal Club; it pours out of by-streets with sickening intensity, and the breeze of the morning is laden with it.
15-35	smell		smell							round the Bengal Club						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It blows across the maidan; it comes in gusts into the corridors of the Great Eastern Hotel; what they are pleased to call the  Palaces of Chowringhi  carry it; it swirls round the Bengal Club; it pours out of by-streets with sickening intensity, and the breeze of the morning is laden with it.
15-42	smell				with sickening intensity					smell | out of by-streets						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It blows across the maidan; it comes in gusts into the corridors of the Great Eastern Hotel; what they are pleased to call the  Palaces of Chowringhi  carry it; it swirls round the Bengal Club; it pours out of by-streets with sickening intensity, and the breeze of the morning is laden with it.
15-60	smell		the breeze		smell						of the morning					048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It blows across the maidan; it comes in gusts into the corridors of the Great Eastern Hotel; what they are pleased to call the  Palaces of Chowringhi  carry it; it swirls round the Bengal Club; it pours out of by-streets with sickening intensity, and the breeze of the morning is laden with it.
16-1	smell									in Howrah Station	smell					048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It is first found, in spite of the fume of the engines, in Howrah Station.
16-10	fume	of the engines														048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It is first found, in spite of the fume of the engines, in Howrah Station.
17-1	worst				worst					in the little lanes at the back of Lai Bazar | smell						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It seems to be worst in the little lanes at the back of Lai Bazar where the drinking-shops are, but it is nearly as bad opposite Government House and in the Public Offices.
17-22	smell				nearly as bad					smell | opposite Government House and in the Public Offices						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	It seems to be worst in the little lanes at the back of Lai Bazar where the drinking-shops are, but it is nearly as bad opposite Government House and in the Public Offices.
18-1	The thing				intermittent	the queasiness of an uncultured stomach										048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	The thing is intermittent.
21-12	in Calcutta			you | The thing						in Calcutta						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	If you live long enough in Calcutta you grow used to it.
22-32	smell	something	the wind	you'll						off the Salt Lakes where all the sewage goes						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	The regular residents admit the disgrace, but their answer is:  Wait till the wind blows off the Salt Lakes where all the sewage goes, and then you'll smell something. 
28-2	stink			to an unprejudiced nose		damns Calcutta as a City of Kings				Calcutta						048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	That stink, to an unprejudiced nose, damns Calcutta as a City of Kings.
29-7	stink															048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	And, in spite of that stink, they allow, they even encourage, natives to look after the place!
37-39	smell				a little											048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	Let them live quietly and hide away their money under our protection, while we tax them till they know through their purses the measure of their neglect in the past, and when a little of the smell has been abolished, let us bring them back again to talk and take the credit of enlightenment.
42-25	stench					sickness						ferocious | ferocious	Disgust | Disgust	Negative | Negative	 | 	048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	Now, whether all this genial diatribe be the outcome of an unbiassed mind or the result first of sickness caused by that ferocious stench, and secondly of headache due to day-long smoking to drown the stench, is an open question.
42-38	stench					of headache					day-long					048E Rudyard Kipling 1891 From Sea to Sea__139_distribution_TRAV.tsv	femke.tsv	Now, whether all this genial diatribe be the outcome of an unbiassed mind or the result first of sickness caused by that ferocious stench, and secondly of headache due to day-long smoking to drown the stench, is an open question.
1-10	odours			My					during - my attendance	at the anatomical rooms	in the winter session 1830 - 1831					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	My attention was first directed to the subject of odours, as connected with colour, during- my attendance at the anatomical rooms in the winter session 1830-1831.
2-38	smell		in black clothes	I	almost intolerable											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	During the earlier part of that winter I generally wore a light olive-coloured dress; but happening one day to attend the rooms in black clothes, I was not a little struck by the almost intolerable smell they had acquired.
3-2	smell		on the same piece of dress		very strong	as to be remarked even by the family at home					for several days					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The smell was so very strong as to be remarked even by the family at home, and it was recognised on the same piece of dress for several days.
4-2	odour		in the lighter-coloured clothes		to the same extent											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	No odour to the same extent had been remarked in the lighter-coloured clothes.
5-3	smell		the lighter-coloured clothes		fetid | comparatively trifling				in the atmosphere of the rooms							052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The fetid smell which they more or less acquired in the atmosphere of the rooms was comparatively trifling, and slight exposure to the air alone was necessary to deprive them of the odour which they had thus contracted.
5-34	odour		the lighter-coloured clothes													052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The fetid smell which they more or less acquired in the atmosphere of the rooms was comparatively trifling, and slight exposure to the air alone was necessary to deprive them of the odour which they had thus contracted.
6-36	odours		different cloths of nearly the same texture , but not of the same colour													052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	This circumstance led me to begin a series of experiments, to ascertain, if possible, why different cloths of nearly the same texture, but not of the same colour, should attract odours in proportions so very different.
7-40	odours		of surfaces													052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The result was, as I had ventured to conjecture, that the colour of bodies, independent of the nature of the substance, modifies in a striking manner the capability of surfaces for imbibing and giving out odours.\r1.
9-16	smell										six hours afterwards					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	When examined six hours afterwards, it was at once evident to the sense of smell that the black wool had attracted more of the odorous particles than the white wool, though neither had gained any appreciable weight.\r2.
9-26	odorous	particles	the black wool | the white wool		odorous											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	When examined six hours afterwards, it was at once evident to the sense of smell that the black wool had attracted more of the odorous particles than the white wool, though neither had gained any appreciable weight.\r2.
10-35	odour	a piece of assafcetida	the black wool		strong		of the gum				in twenty-four hours					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	I took equal weights of black and white wool, and put them in a small drawer along with a piece of assafcetida; in twenty-four hours the black wool had contracted a strong odour of the gum, while in the white wool, the smell was scarcely perceptible.\r3.
10-47	smell		in the white wool		scarcely perceptible											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	I took equal weights of black and white wool, and put them in a small drawer along with a piece of assafcetida; in twenty-four hours the black wool had contracted a strong odour of the gum, while in the white wool, the smell was scarcely perceptible.\r3.
11-6	odours		upon a vegetable substance													052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	To try the effect of odours upon a vegetable substance, I took equal quantities of black and white cotton wool, and inclosed them with assafoetida.
12-12	emanations	of camphor								in another drawer	at the same time					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	Two similar quantities were at the same time exposed to the emanations of camphor in another drawer.
13-12	odorous	particles	the black-coloured cotton		odorous											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	In both the black-coloured cotton had attracted the\rgreatest quantity of odorous particles, as palpably evidenced by the smell.
13-20	smell															052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	In both the black-coloured cotton had attracted the\rgreatest quantity of odorous particles, as palpably evidenced by the smell.
17-14	odorous	particles	The black		the greatest quantity | odorous				in both experiments							052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
17-20	smell															052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
17-31	smell		the red		intensity											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
17-49	odour		the white		least											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
19-47	odour		by coloured substances	many of my friends | myself												052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	Circumstances prevented me from resuming these investigations till the summer of 1832, when I repeated the experiments with a greater variety of coloured substances, in wool, cotton, and silk, and satisfied not only myself but many of my friends, that odour was attracted nearly in the same ratio as caloric, by coloured substances.
22-7	odorous	body	six different-coloured wools		odorous											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	They were ranged circularly round the odorous body, without touching it or one another, and were then covered over and excluded from the light.
24-10	smell	of assafoetida	The black | the red | the green | the blue		much the strongest											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black was found to have much the strongest smell of assafoetida; the blue the next; after that the red, and then the green; the yellow had but little smell, and the wrhite scarcely any.\r7.
24-34	smell		the yellow | the wrhite		little											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black was found to have much the strongest smell of assafoetida; the blue the next; after that the red, and then the green; the yellow had but little smell, and the wrhite scarcely any.\r7.
27-5	smell		as in the wools | Various coloured cottons		of corresponding intensity											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	In all these the smell was invariably found to be of corresponding intensity, according to the colour, as in the wools.\r9.
29-22	odours															052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	I next endeavoured to ascertain the comparative power of vegetable and animal substances, so far as regards their influence over odours.
32-12	smell	with camphor	the black wool | the cotton of similar colour		stronger						After twenty-four hours					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	After twenty-four hours, the black wool had acquired a stronger smell than the cotton of similar colour; the white wool had also taken up more of the odorous particles than the white cotton, though the odour in both was very feeble.\r11.
32-30	odorous	particles	the white cotton | the white wool													052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	After twenty-four hours, the black wool had acquired a stronger smell than the cotton of similar colour; the white wool had also taken up more of the odorous particles than the white cotton, though the odour in both was very feeble.\r11.
32-39	odour		in both		very feeble											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	After twenty-four hours, the black wool had acquired a stronger smell than the cotton of similar colour; the white wool had also taken up more of the odorous particles than the white cotton, though the odour in both was very feeble.\r11.
33-11	odour	assafoetida			much more distinguishable				When assafoetida was used in a similar experiment							052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	When assafoetida was used in a similar experiment, the odour was much more distinguishable, and it could at once be distinguished by smell, that the wool had taken up much more of the odour than the cotton.
33-25	smell					it could at once be distinguished										052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	When assafoetida was used in a similar experiment, the odour was much more distinguishable, and it could at once be distinguished by smell, that the wool had taken up much more of the odour than the cotton.
33-37	odour		the wool | the cotton		much more											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	When assafoetida was used in a similar experiment, the odour was much more distinguishable, and it could at once be distinguished by smell, that the wool had taken up much more of the odour than the cotton.
34-23	odours		wool	I	fetid											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	Indeed, from many experiments I have made to ascertain this fact, wool appears to have a peculiar attraction for fetid odours.
35-48	exhales		of sulphuret of barium		copiously						even for a very few hours					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	For instance, if, after having allowed wool to lie in contact with camphor for some time, it be afterwards placed, even for a very few hours, near a minute portion of sulphuret of barium (which, it is well known, exhales copiously the fetid odour of sulphuretted hydrogen,) it quickly loses the camphorous smell, and acquires and even retains in considerable intensity the fetid smell of the sulphuret.
35-52	odour	of sulphuretted hydrogen			fetid											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	For instance, if, after having allowed wool to lie in contact with camphor for some time, it be afterwards placed, even for a very few hours, near a minute portion of sulphuret of barium (which, it is well known, exhales copiously the fetid odour of sulphuretted hydrogen,) it quickly loses the camphorous smell, and acquires and even retains in considerable intensity the fetid smell of the sulphuret.
35-63	smell		wool		camphorous											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	For instance, if, after having allowed wool to lie in contact with camphor for some time, it be afterwards placed, even for a very few hours, near a minute portion of sulphuret of barium (which, it is well known, exhales copiously the fetid odour of sulphuretted hydrogen,) it quickly loses the camphorous smell, and acquires and even retains in considerable intensity the fetid smell of the sulphuret.
35-75	smell	of the sulphuret	wool		fetid | in considerable intensity											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	For instance, if, after having allowed wool to lie in contact with camphor for some time, it be afterwards placed, even for a very few hours, near a minute portion of sulphuret of barium (which, it is well known, exhales copiously the fetid odour of sulphuretted hydrogen,) it quickly loses the camphorous smell, and acquires and even retains in considerable intensity the fetid smell of the sulphuret.
37-26	odour		each substance	several of my friends | All the members of the family	the different intensities											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	All the members of the family, and several of my friends, have lent their aid to distinguish between the different intensities of the odour which each substance had attracted; and though only a few experiments are here detailed, similar ones have been many times performed, with various other odorous substances.
37-54	odorous	substances			odorous											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	All the members of the family, and several of my friends, have lent their aid to distinguish between the different intensities of the odour which each substance had attracted; and though only a few experiments are here detailed, similar ones have been many times performed, with various other odorous substances.
38-28	odours															052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The whole of these in their general results seemed to establish the fact, that the colour of substances exerted a peculiar influence over the absorption of odours.
39-22	smell															052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	In all these experiments, however, reliance had to be placed upon one sense alone, viz. that of smell, as none of the substances employed had gained any appreciable weight.
40-40	odorous	substance	one colour													052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	I was therefore desirous, that, if possible, at least one experiment should be devised, which would show, by the evidence of actual increase of weight, that one colour invariably attracted more of any odorous substance than another; and upon considering the various odorous substances which could be easily volatilized without change, and whose odour was inseparable from the substance, I fixed upon camphor as the one best suited to my purpose.
40-50	odorous	substances														052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	I was therefore desirous, that, if possible, at least one experiment should be devised, which would show, by the evidence of actual increase of weight, that one colour invariably attracted more of any odorous substance than another; and upon considering the various odorous substances which could be easily volatilized without change, and whose odour was inseparable from the substance, I fixed upon camphor as the one best suited to my purpose.
40-62	odour	substance			inseparable from the substance											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	I was therefore desirous, that, if possible, at least one experiment should be devised, which would show, by the evidence of actual increase of weight, that one colour invariably attracted more of any odorous substance than another; and upon considering the various odorous substances which could be easily volatilized without change, and whose odour was inseparable from the substance, I fixed upon camphor as the one best suited to my purpose.
1-10	odours			My					during - my attendance	at the anatomical rooms	in the winter session 1830 - 1831					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	My attention was first directed to the subject of odours, as connected with colour, during- my attendance at the anatomical rooms in the winter session 1830-1831.
2-38	smell		in black clothes	I								almost intolerable | almost intolerable	Disgust | Disgust	Negative | Negative	 | 	052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	During the earlier part of that winter I generally wore a light olive-coloured dress; but happening one day to attend the rooms in black clothes, I was not a little struck by the almost intolerable smell they had acquired.
3-2	smell		on the same piece of dress		very strong	as to be remarked even by the family at home					for several days					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The smell was so very strong as to be remarked even by the family at home, and it was recognised on the same piece of dress for several days.
4-2	odour		in the lighter-coloured clothes		to the same extent											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	No odour to the same extent had been remarked in the lighter-coloured clothes.
5-3	smell		the lighter-coloured clothes		fetid | comparatively trifling				in the atmosphere of the rooms							052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The fetid smell which they more or less acquired in the atmosphere of the rooms was comparatively trifling, and slight exposure to the air alone was necessary to deprive them of the odour which they had thus contracted.
5-34	odour		the lighter-coloured clothes													052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The fetid smell which they more or less acquired in the atmosphere of the rooms was comparatively trifling, and slight exposure to the air alone was necessary to deprive them of the odour which they had thus contracted.
6-36	odours		different cloths of nearly the same texture , but not of the same colour													052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	This circumstance led me to begin a series of experiments, to ascertain, if possible, why different cloths of nearly the same texture, but not of the same colour, should attract odours in proportions so very different.
7-40	odours		of surfaces													052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The result was, as I had ventured to conjecture, that the colour of bodies, independent of the nature of the substance, modifies in a striking manner the capability of surfaces for imbibing and giving out odours.\r1.
9-16	smell										six hours afterwards					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	When examined six hours afterwards, it was at once evident to the sense of smell that the black wool had attracted more of the odorous particles than the white wool, though neither had gained any appreciable weight.\r2.
9-26	odorous	particles	the black wool | the white wool		odorous											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	When examined six hours afterwards, it was at once evident to the sense of smell that the black wool had attracted more of the odorous particles than the white wool, though neither had gained any appreciable weight.\r2.
