Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
53-37	esalazioni				umide											it_scie_1737__I026__Francesco_Algarotti_Il_Newtonianismo_per_le_dame__.tsv	noemi.tsv	E se non vi confidaste ne’ Mondani Sistemi, ricorreremo al Celeste rivelato nel Milton da un Angelo ad Adamo, il quale ci assicura, che il Sole trae il suo alimento dalle umide esalazioni, e che ogni sera regolarmente cena coll’Oceano.
22-31	olezzo					che tutto intorno a sé sprigiona				un bosco		fragrante | fragrante	Trust	Positive		it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	E contro quel saettare del sollione vi porge ancora riparo la fresca ombra di un bosco, e morbido sedile un tappeto erboso; e qua vi ricrea l’olezzo fragrante, che tutto intorno a sé sprigiona; qua il gentile susurrare delle frondi commosse; e là sotto il salice, che piega i rami ad accarezzare la limpida onda del ruscello.
62-12	fragranza	della gentile mammoletta		Chi							nel febbrajo | nel marzo	soave | soave	Trust	Positive		it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Chi nel febbrajo, e nel marzo non gustò la soave fragranza della gentile mammoletta nunzia di primavera?
83-197	odore	fiori			ordinario						la mattina e la sera | nel mezzo del giorno | nel corso della notte					it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Diurni poi sono quei fiori, che si spiegano alla luce del giorno, in opposizione ai notturni, che restano chiusi di giorno, e s’aprono durante la notte. — Che di parecchi di tali fenomeni si avesse contezza già da gran tempo stanno a riprova qui pure i nomi volgari dati a certi fiori, onde abbiamo e la bella di giorno, e la bella di notte, e la regina delle notti, ed altri tali nomi che «attestano l’attitudine del popolo a cogliere il lato poetico nelle cose della natura. » E valga il vero «gran tempo, prima che Linneo ideasse il suo orologio di Flora, il contadino indovinava le ore dei giorno volgendo gli occhi al prato, ed avvertiva, senza saperlo, l’inesplicabile armonia, che esiste tra i moti di un piccol fiore, e il moto degli astri, che misurano il passaggio del tempo. »La quale alternativa del giorno e della notte sembra avere una notevole influenza anche su certe altre condizioni dei fiori. — D’ordinario l’odore, che essi mandano, è più manifesto la mattina e la sera, che non sia nel mezzo del giorno, o nel corso della notte.
84-32	odorosi	tai fiori | geranio notturno o notturnino ( pelargonium triste | gladiolo o spadarella cangiante ( gladiolus versicolor ) | del violaciocco di notte ( hesperis tristis )			odorosi						soltanto di notte					it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Ma qui pure, come in ogni altra cosa del mondo, si avvera non darsi regola senza eccezione: v’hanno di fatto di tai fiori, che sono odorosi soltanto di notte, e dai botanici si ebbero l’epiteto di tristi per essere per forma e colore poco appariscenti; tale è il caso del geranio notturno o notturnino(pelargonium triste); del gladiolo o spadarella cangiante (gladiolus versicolor); del violaciocco di notte (hesperis tristis), e d’altri parecchi.
85-7	esalare	fiori									verso le cinque pomeridiane	soave	Trust	Positive		it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	I nomi natinominati fiori cominciano ad esalare il soave loro effluvio verso le cinque pomeridiane, lo conservano tutta la notte, e lo perdono verso le sette del successivo mattino.
85-11	effluvio	fiori									tutta la notte | verso le sette del successivo mattino	soave	Trust	Positive		it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	I nomi natinominati fiori cominciano ad esalare il soave loro effluvio verso le cinque pomeridiane, lo conservano tutta la notte, e lo perdono verso le sette del successivo mattino.
86-13	odoroso	cestrum diurnum			odoroso						la notte | il giorno					it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Il cestrum diurnum vien chiamato in tal guisa, perchè è più odoroso il giorno che la notte, mentre invece il cestrum nocturnum solo al principiare della notte rendesi odoroso.
86-31	odoroso	cestrum nocturnum			odoroso						solo al principiare della notte					it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Il cestrum diurnum vien chiamato in tal guisa, perchè è più odoroso il giorno che la notte, mentre invece il cestrum nocturnum solo al principiare della notte rendesi odoroso.
87-20	fragranza	catto vainiglia ( cereus grandiflorus )			delicata		simile a quella della vainiglia				dalle ore sette della sera , momento in cui si apre , fino al mattino					it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Il catto vainiglia (cereus grandiflorus), uno dei più bei fiori che si conoscano, spande delicata fragranza, simile a quella della vainiglia, dalle ore sette della sera, momento in cui si apre, fino al mattino, chiudendosi allora per non più riaprirsi.
89-13	odore	cicerbita del settentrione ( cacalia septentrionalis )							quando è direttamente percossa dai raggi del sole							it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	La cicerbita del settentrione (cacalia septentrionalis),» non manda odore, se non quando è direttamente percossa dai raggi del sole, di modo che, solo col farle ombra, le si può torre sul momento la facoltà odorante. »Anche il colore dei fiori può variare nelle diverse ore della giornata.
89-43	odorante	cicerbita del settentrione ( cacalia septentrionalis )			odorante				col farle ombra							it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	La cicerbita del settentrione (cacalia septentrionalis),» non manda odore, se non quando è direttamente percossa dai raggi del sole, di modo che, solo col farle ombra, le si può torre sul momento la facoltà odorante. »Anche il colore dei fiori può variare nelle diverse ore della giornata.
93-15	odori	fiori														it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	E poichè abbiamo toccato degli accidenti che offrono i fiori nelle tinte e negli odori, non sarà senza interesse conoscere anche i rapporti numerici, che si riscontrano tra le varie qualità di colori, e quanti di essi fiori abbiano virtù di tramandare grato odore a petto a quelli, che o sono inodori, o danno di sé odore spiacente.
93-47	odore	fiori										grato | grato	Trust	Positive		it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	E poichè abbiamo toccato degli accidenti che offrono i fiori nelle tinte e negli odori, non sarà senza interesse conoscere anche i rapporti numerici, che si riscontrano tra le varie qualità di colori, e quanti di essi fiori abbiano virtù di tramandare grato odore a petto a quelli, che o sono inodori, o danno di sé odore spiacente.
93-56	inodori	fiori			inodori											it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	E poichè abbiamo toccato degli accidenti che offrono i fiori nelle tinte e negli odori, non sarà senza interesse conoscere anche i rapporti numerici, che si riscontrano tra le varie qualità di colori, e quanti di essi fiori abbiano virtù di tramandare grato odore a petto a quelli, che o sono inodori, o danno di sé odore spiacente.
93-62	odore	fiori										spiacente | spiacente	Disgust	Negative		it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	E poichè abbiamo toccato degli accidenti che offrono i fiori nelle tinte e negli odori, non sarà senza interesse conoscere anche i rapporti numerici, che si riscontrano tra le varie qualità di colori, e quanti di essi fiori abbiano virtù di tramandare grato odore a petto a quelli, che o sono inodori, o danno di sé odore spiacente.
96-4	odori	fiori di una medesima tinta														it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Quanto poi agli odori, considerati nei fiori di una medesima tinta, i nominati autori hanno trovato, che in cento fiori di color bianco ve ne ha un quattordici all’incirca grati per soave odore, laddove tra le piante, che portano fiori rossi, gialli, verdi, o cilestri le specie olezzanti, paragonate alle inodore, sono rispettivamente nell’ordine di otto, sette, sei e fino a solo due per cento.
96-38	odore	fiori di color bianco										soave | soave	Trust	Positive		it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Quanto poi agli odori, considerati nei fiori di una medesima tinta, i nominati autori hanno trovato, che in cento fiori di color bianco ve ne ha un quattordici all’incirca grati per soave odore, laddove tra le piante, che portano fiori rossi, gialli, verdi, o cilestri le specie olezzanti, paragonate alle inodore, sono rispettivamente nell’ordine di otto, sette, sei e fino a solo due per cento.
96-58	olezzanti	tra le piante , che portano fiori rossi , gialli , verdi , o cilestri			olezzanti											it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Quanto poi agli odori, considerati nei fiori di una medesima tinta, i nominati autori hanno trovato, che in cento fiori di color bianco ve ne ha un quattordici all’incirca grati per soave odore, laddove tra le piante, che portano fiori rossi, gialli, verdi, o cilestri le specie olezzanti, paragonate alle inodore, sono rispettivamente nell’ordine di otto, sette, sei e fino a solo due per cento.
96-62	inodore	tra le piante , che portano fiori rossi , gialli , verdi , o cilestri														it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Quanto poi agli odori, considerati nei fiori di una medesima tinta, i nominati autori hanno trovato, che in cento fiori di color bianco ve ne ha un quattordici all’incirca grati per soave odore, laddove tra le piante, che portano fiori rossi, gialli, verdi, o cilestri le specie olezzanti, paragonate alle inodore, sono rispettivamente nell’ordine di otto, sette, sei e fino a solo due per cento.
97-24	odorosi	i fiori bianchi			odorosi | i più											it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	D’onde è manifesto, che i fiori bianchi sono a un tempo e più comuni in natura, e i più odorosi.
127-29	olezzo	fiori			soave							piacevoli all ’ odorato | piacevoli all ’ odorato	Trust	Positive		it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Generalmente graditi allo sguardo per eleganza e simmetria di forme, per finezza di tessuti, per morbidezza e vivacità di colorito, piacevoli all’odorato per olezzo soave, i fiori, più che ogni altra parte del vegetabile, attraggono la curiosità e la simpatia dell’uomo.
131-29	fragranza	dei fiori										Non pare compiuta la gioja di una festa , nè abbastanza gioconda la veglia fra i canti e le danze | Non pare compiuta la gioja di una festa , nè abbastanza gioconda la veglia fra i canti e le danze	Joy	Negative		it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Non pare compiuta la gioja di una festa, nè abbastanza gioconda la veglia fra i canti e le danze, se manchi loro il sorriso e la fragranza dei fiori.
134-51	fragranza															it_scie_1865__67__Botanica__Santo-Garovaglio__Alcuni-discorsi-sulla-botanica.txt_distribution.tsv	noemi.tsv	Il perchè appo gli antichi, che altamente sentivano la religione delle tombe:» Le fontane versando aque lustrali» Amaranti educavano e viole» Su la funebre zolla, e chi sedea» A libar latte, e a raccontar sue pene» Ai cari estinti, una fragranza intorno
21-2	profumo	del tuo corpo				inebria						bruciante | mi | bruciante | mi	Love	Positive		it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	Il profumo bruciante del tuo corpo mi inebria.
83-11	odore	dei roghi di zilah										basta a fugare i serpenti	Fear	Negative		it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	Ho acceso intorno dei roghi di zilah, il cui odore basta a fugare i serpenti.
158-6	odore	sterco | incenso | putredine			acre							di muffa | di muffa	Disgust	Negative		it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	Ieri vinsi l’acre odore di muffa, incenso, sterco e putredine per raggiungere la soglia della moschea.
169-16	odore	migliaia di serpenti					di muschio									it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	Hanno occhi di diamante nero, teste triangolari e teste in forma di cuore, odore di muschio, pelle di donna.
172-14	odore	del pensiero		nari												it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	E nari come punte d’ago, capaci di sentire l’odore del pensiero.
225-4	odori	della tua carne		mia								azzannano la mia carne | azzannano la mia carne	Desire	Neutral		it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	Mabima, gli odori della tua carne azzannano la mia carne!
279-9	profumi	della vita									Subito					it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	Subito i sapori, i colori, i profumi della vita si moltiplicano sotto i suoi comandi di sole disinvolto e sicuro.
291-20	puzzolenti	erbe										puzzolenti | puzzolenti	Smell_Word | Disgust	Negative		it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	E odio anche il tuo custode Bagamoio, quel bruto che passa il suo tempo a spalmarsi di erbe puzzolenti e a spiare tutti i miei movimenti.
456-5	profuma	con le sue rose	l ’ aria	te								Vicino a te Mabima profuma l ’ aria	Love	Positive		it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	Vicino a te Mabima profuma l’aria con le sue rose.
463-6	odore	della carne	la tua pelle	tua	acido | caldo											it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	Non ha più l’odore acido e caldo della carne, ma l’effluvio frescacido delle linfe.
463-16	effluvio	delle linfe			frescacido											it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	Non ha più l’odore acido e caldo della carne, ma l’effluvio frescacido delle linfe.
464-16	odorosa	una galanteria di foglie e fiori	brezza tua		odorosa											it_the_1922__24__tragedie__Filippo-Tommaso-Marinetti__Marinetti---Il-tamburo-di-fuoco.txt_distribution.tsv	noemi.tsv	Sei diventato una galanteria di foglie e fiori offerta alla brezza tua, Mabima, odorosa che ti avviluppa.
15-16	odore				arabo					ai vaporanti altari | ai sacri tempi		caro | caro	Nostalgia	Positive		it_thea_1618__17__Della_Valle_Federico__La_Reina_di_Scotia.txt_distribution.tsv	noemi.tsv	Seguirò vaga la reina miaai sacri tempi, ai vaporanti altaridi caro arabo odore.
19-13	odorate		acque	mi						da vasi aurei gemmati						it_thea_1618__17__Della_Valle_Federico__La_Reina_di_Scotia.txt_distribution.tsv	noemi.tsv	Ma ciò sia nulla, e sol mi si concedaversar acque odorateda vasi aurei gemmatia le mani reali.e  ' l cibo trarre a la reina mia,chiuso in lucido argento,e di varia vivandasecar a regia mensale parti più soavi;ella le accetti e prenda,dolce, grave e ridente,da mano riverente.
121-8	odorato	a questi guanti		vostro												it_thea_1830__I030__De_Franchi_Stefano__Commedie_Tomo_4__.tsv	noemi.tsv	Fate un poco di riflessione col vostro odorato a questi guanti.
123-3	odore	a questi guanti										arcisoavissimo | arcisoavissimo	Trust	Positive		it_thea_1830__I030__De_Franchi_Stefano__Commedie_Tomo_4__.tsv	noemi.tsv	Respirano un odore arcisoavissimo.
125-5	odore											più grato | più grato	Trust	Positive		it_thea_1830__I030__De_Franchi_Stefano__Commedie_Tomo_4__.tsv	noemi.tsv	Non ho più sentito odore più grato.
127-1	Sentite	la mia parucca														it_thea_1830__I030__De_Franchi_Stefano__Commedie_Tomo_4__.tsv	noemi.tsv	Sentite la mia parucca.
129-7	odore	la mia parucca										delizioso in grado superlativo | delizioso in grado superlativo	Trust	Positive		it_thea_1830__I030__De_Franchi_Stefano__Commedie_Tomo_4__.tsv	noemi.tsv	Da vostro pari; ha un odore delizioso in grado superlativo.
7-4	odore			IL GIULLARE												it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	Traggo all’odore.
24-5	odor	di sangue								nelle case di Guido		Io | Io	Anticipation	Neutral		it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	Io mi credea trovare odor di sangue nelle case di Guido.
77-9	annusa			il giullare						fra le gonne						it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	E come il giullare fa il cane e annusa saltellando fra le gonne, elleno cessano di batterlo e si mettono a ballargli d’intorno scotendo le vesti odorose.
77-30	odorose	le vesti		il giullare	odorose											it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	E come il giullare fa il cane e annusa saltellando fra le gonne, elleno cessano di batterlo e si mettono a ballargli d’intorno scotendo le vesti odorose.
89-3	aulisce	Lo spigo														it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	Lo spigo aulisce e giardino non veggio.
91-8	orezzo	Lo spigo			tale											it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	E come e come ne vien tale orezzo?
93-1	Odora															it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	Odora!
94-1	Odora															it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	Odora!
99-1	Odora															it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	Odora!
100-1	Odora															it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	Odora!
106-1	Odora															it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	Odora!
107-1	Odora															it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	Odora!
108-1	Odora			IL GIULLARE												it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	Odora!
124-1	Odor			mi		non pasce fame										it_thea_1903__27__DAnnunzio_Gabriele__Francesca_da_Rimini.txt_distribution.tsv	noemi.tsv	Odor non pasce fame.
5-17	odore	del trattamento		questi cari pargoletti								Non ci fu verso di tenere a casa i due più grandicelli | Non ci fu verso di tenere a casa i due più grandicelli	Fear	Negative		it_thea_1906__5__Giovanni-Verga__Verga---Dal-tuo-al-mio.txt_distribution.tsv	noemi.tsv	Non ci fu verso di tenere a casa i due più grandicelli appena sentirono l’odore del trattamento....
277-10	profumato	fazzolettino		Sua moglie								profumato | per non sentire il lezzo di simili porcherie | profumato	Smell_Word | Trust	Positive		it_thea_1906__5__Giovanni-Verga__Verga---Dal-tuo-al-mio.txt_distribution.tsv	noemi.tsv	Sua moglie stomacata, tappandosi il naso col fazzolettino profumato per non sentire il lezzo di simili porcherie:— Io sono strabiliata!
277-15	lezzo	di simili porcherie										per non sentire il lezzo di simili porcherie	Disgust	Negative		it_thea_1906__5__Giovanni-Verga__Verga---Dal-tuo-al-mio.txt_distribution.tsv	noemi.tsv	Sua moglie stomacata, tappandosi il naso col fazzolettino profumato per non sentire il lezzo di simili porcherie:— Io sono strabiliata!
283-24	puzzo	quella gente								in casa		dal naso arricciato | dal naso arricciato	Disgust	Negative		it_thea_1906__5__Giovanni-Verga__Verga---Dal-tuo-al-mio.txt_distribution.tsv	noemi.tsv	— d’imparentare con tal razza di gente... voleva dire tutta la sua persona, dal naso arricciato pel puzzo che aveva lasciato in casa quella gente, alla codetta ritta della giubba che spazzava l’aria.— Papa mio!
28-7	esalazioni	della loro progressiva decomposizione														it_thea_1920__142____Filippo-Tommaso-Marinetti__Marinetti---Re-Baldoria.txt_distribution.tsv	noemi.tsv	Le sciocchezze non sono altro che esalazioni della loro progressiva decomposizione!...
88-13	puzzate	Sire		m			sembrate un mozzicone di sigaro biasciato									it_thea_1920__142____Filippo-Tommaso-Marinetti__Marinetti---Re-Baldoria.txt_distribution.tsv	noemi.tsv	Con tutto il rispetto che m’ispirate, devo dirvi che puzzate troppo!...
240-2	puzzate	voialtri		le mie narici								Come puzzate	Disgust	Negative		it_thea_1920__142____Filippo-Tommaso-Marinetti__Marinetti---Re-Baldoria.txt_distribution.tsv	noemi.tsv	Come puzzate, voialtri!...
281-7	fetido	Il mio greve bacio	vapore									fetido | fetido	Disgust | Smell_Word	Negative		it_thea_1920__142____Filippo-Tommaso-Marinetti__Marinetti---Re-Baldoria.txt_distribution.tsv	noemi.tsv	Il mio greve bacio di vapore fetido e giallastro li ha fatti sussultare ad un tratto... ed eccoli ritti, che protendono smisuratamente il collo, come struzzi in corsa, dilatati gli occhi per la febbrile golosità delle pasticcerie ideali...
324-6	fetida	una ovaia elastica										fetida | fetida	Disgust | Smell_Word	Negative		it_thea_1920__142____Filippo-Tommaso-Marinetti__Marinetti---Re-Baldoria.txt_distribution.tsv	noemi.tsv	Da una ovaia elastica, fetida e misteriosa, sorge il mio corpo formato di vapori pestilenziali... e la terra bruna dalle mille sfumature carbonose e lusitreggianti... la terra grondante di zuccheri brucianti, si screpola e scoppia sotto il mio passo vellutato di fuoco!...
324-17	pestilenziali	il mio corpo	vapori		pestilenziali											it_thea_1920__142____Filippo-Tommaso-Marinetti__Marinetti---Re-Baldoria.txt_distribution.tsv	noemi.tsv	Da una ovaia elastica, fetida e misteriosa, sorge il mio corpo formato di vapori pestilenziali... e la terra bruna dalle mille sfumature carbonose e lusitreggianti... la terra grondante di zuccheri brucianti, si screpola e scoppia sotto il mio passo vellutato di fuoco!...
329-3	fetidi	bramanti liquori								dalla matrice squarciata dal feto		fetidi | fetidi	Disgust | Smell_Word	Negative		it_thea_1920__142____Filippo-Tommaso-Marinetti__Marinetti---Re-Baldoria.txt_distribution.tsv	noemi.tsv	bramanti liquori fetidi che sprizzate dalla matrice squarciata dal feto!...
355-10	fetido	alito										fetido | fetido	Disgust | Smell_Word	Negative		it_thea_1920__142____Filippo-Tommaso-Marinetti__Marinetti---Re-Baldoria.txt_distribution.tsv	noemi.tsv	Tutti questi spettri vivono e danzano nel mio alito fetido, come atomi dorati in un raggio di sole!...
449-4	fetido	alito			fetido											it_thea_1920__142____Filippo-Tommaso-Marinetti__Marinetti---Re-Baldoria.txt_distribution.tsv	noemi.tsv	Il mio alito fetido dà il ritmo de’ bei canti... le divine cadenze del genio!...
29-21	odor	Ampomole										gratissimo | gratissimo	Trust	Positive		it_trav_1673__30__Saggi__Michele-Angelo-Mariani__Trento-con-il-sacro-concilio-et-altri-notabili.txt_distribution.tsv	noemi.tsv	Refrigerando constringe le Viscere, e conforta il petto; e con il sapore, che hà giocondo, rende odor gratissimo.
38-14	odore	frutto di Mirtillo detto Giasine														it_trav_1673__30__Saggi__Michele-Angelo-Mariani__Trento-con-il-sacro-concilio-et-altri-notabili.txt_distribution.tsv	noemi.tsv	Trà ’l dolce, e brusco riesce di sapor grato senza altro odore.
94-21	fumentarle	Bacche di Ginepro | Incenso								le Stufe						it_trav_1673__30__Saggi__Michele-Angelo-Mariani__Trento-con-il-sacro-concilio-et-altri-notabili.txt_distribution.tsv	noemi.tsv	Si scaldano però mediocremente, e si tengono nette, proprie, e polite con molto studio, usando anche fumentarle con Bacche di Ginepro, e Incenso.
95-36	profumarle	di Ginepro								La stanza dove si fà Stufa						it_trav_1673__30__Saggi__Michele-Angelo-Mariani__Trento-con-il-sacro-concilio-et-altri-notabili.txt_distribution.tsv	noemi.tsv	La stanza dove si fà Stufa, và tutta armata di Legno del più nobile con intessitura di Figure, e altri ornamenti à Oro appresso Signori di qualità, che usano poi, per profumarle in vece di Ginepro Pasta d’aromati.
109-35	lezzo	causato dall ’ Acque							tornando il Fiume nel suo letto	sù le Terre		vapori	Smell_Word			it_trav_1673__30__Saggi__Michele-Angelo-Mariani__Trento-con-il-sacro-concilio-et-altri-notabili.txt_distribution.tsv	noemi.tsv	E si riservano in particolar que’ tempi, che inonda l’Adice le Campagne, perche all’hora, tornando il Fiume nel suo letto, lascia sù le Terre il lezzo causato dall’Acque; onde poi il Sole fabrica in aria vapori, che son’ infetti.
16-10	sentendo	Atas			soave		d ’ acqua di rose | d ’ ambra					E ’ più soave	Trust	Positive		it_trav_1700__35____Giovanni-Francesco-Gemelli-Careri__Giro-del-mondo-del-dottor-d--Gio--Francesco-Gemelli-Careri---Vol--III.txt_distribution.tsv	noemi.tsv	E’ più soave assai dell’Annona, sentendo quali insieme d’ambra, e d’acqua di rose.
20-31	odorandosi	Cajuyera | Caggiuyera				esser di gran giovamento per la memoria										it_trav_1700__35____Giovanni-Francesco-Gemelli-Careri__Giro-del-mondo-del-dottor-d--Gio--Francesco-Gemelli-Careri---Vol--III.txt_distribution.tsv	noemi.tsv	In ciò è singolare, che avendo tutte le frutta il nocciolo dentro, egli l’ha nella sommità, elevato a guisa di un verde cimiero; che odorandosi, mi disse un Padre Predicatore Spagnuolo, e Missionario, esser di gran giovamento per la memoria; e che egli con tal mezzo si poneva a mente qualsivoglia lunga predica.
40-21	odorifere	Giambo			odorifere		d ’ acqua di rose									it_trav_1700__35____Giovanni-Francesco-Gemelli-Careri__Giro-del-mondo-del-dottor-d--Gio--Francesco-Gemelli-Careri---Vol--III.txt_distribution.tsv	noemi.tsv	Le frutta si dicono Giambo, e sono grandi quanto un picciol pomo, e dello stesso sapore; però odorifere d’acqua di rose.
52-43	odore	Giaccha							che tramanda fuori quando è maturo							it_trav_1700__35____Giovanni-Francesco-Gemelli-Careri__Giro-del-mondo-del-dottor-d--Gio--Francesco-Gemelli-Careri---Vol--III.txt_distribution.tsv	noemi.tsv	Come che i rami tanto peso regger non potriano, l’industriosa Natura ha fatto, che nasca appiè del tronco; e nell’Isola di Seilon, e Malaca sotto terra nelle radici: sicchè si truova all’odore, che tramanda fuori quando è maturo.
57-41	odore	Giamboyera bianca d ’ India | Jamboyera blanca					delle cirieggie									it_trav_1700__35____Giovanni-Francesco-Gemelli-Careri__Giro-del-mondo-del-dottor-d--Gio--Francesco-Gemelli-Careri---Vol--III.txt_distribution.tsv	noemi.tsv	La fronda è picciola, il fiore limile a quello delle melegrane; e’l frutto della forma d’una pera, bianca e rossa al di fuori, e bianca dentro (con nocciolo) dell’odore, e sapore delle cirieggie.
63-28	odore	corteccia			così soave							non ha così soave	Trust	Negative		it_trav_1700__35____Giovanni-Francesco-Gemelli-Careri__Giro-del-mondo-del-dottor-d--Gio--Francesco-Gemelli-Careri---Vol--III.txt_distribution.tsv	noemi.tsv	La migliore nasce nell’Isola di Seilon, perche quella di Manila, e d’altri luoghi è silvestre, e non ha così soave odore.
77-7	sente	La polpa					come di muschio									it_trav_1700__35____Giovanni-Francesco-Gemelli-Careri__Giro-del-mondo-del-dottor-d--Gio--Francesco-Gemelli-Careri---Vol--III.txt_distribution.tsv	noemi.tsv	La polpa di dentro, che sente come di muschio, è dura, e gialla: o parte bianchiccia; di sapore agro-dolce, ma che piace, particolarmente se si pone monda in acqua, e zucchero.
